Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-05-30,0.6565226316452026,0.6607398430096796,0.6129421781255024,0.6569911773170662,713059200
2000-05-31,0.6298118233680725,0.6841704746762645,0.6284060863606697,0.6513681759660841,433507200
2000-06-01,0.6682378649711609,0.6715178843447485,0.6026324722051615,0.6129420769793191,903840000
2000-06-02,0.6940116286277771,0.747901695430768,0.6673008680918088,0.7029154991065232,792848000
2000-06-05,0.6846391558647156,0.7141613907185399,0.67245526517244,0.6996345711814089,323668800
2000-06-06,0.6963545083999634,0.7254081477900469,0.6771418810172312,0.6895601197872343,525481600
2000-06-07,0.7240024209022522,0.727282491336108,0.6869821020580275,0.7019783186007278,337019200
2000-06-08,0.7108812928199768,0.7385291935371174,0.6982288068384386,0.7319691031422382,238526400
2000-06-09,0.7179109454154968,0.734312048825469,0.7076013371946511,0.7254081779641077,252358400
2000-06-12,0.6837019920349121,0.723065237503859,0.6813591133195108,0.7225966417395968,290337600
2000-06-13,0.7085384130477905,0.709944150276922,0.6612084893641471,0.6837019868307076,351456000
2000-06-14,0.6780790090560913,0.7216594640580848,0.6757360804052808,0.7099441200626977,277446400
2000-06-15,0.6926057934761047,0.700103074696274,0.6673007738143527,0.6841705199731207,248572800
2000-06-16,0.6837019920349121,0.7029154694817179,0.6677694357322662,0.7010402855773897,303564800
2000-06-19,0.7244707942008972,0.7338432577329681,0.6733922168779106,0.679016015335985,394004800
2000-06-20,0.7591484785079956,0.7792982983290444,0.7375921204779613,0.7385292620347328,501390400
2000-06-21,0.834126353263855,0.8538075771213967,0.7544626645368274,0.7572741892903979,490000000
2000-06-22,0.8060087561607361,0.8641169200999014,0.8031972823228927,0.8360004298684437,467712000
2000-06-23,0.7750808596611023,0.8191299063981161,0.7619597796896147,0.8064774221247679,204965600
2000-06-26,0.811632513999939,0.8210049772576741,0.7816417427504769,0.7872646901439433,185354400
2000-06-27,0.7760180830955505,0.8322510207293689,0.7741437502785582,0.8064774554204627,203470400
2000-06-28,0.8163185715675354,0.8303767952804875,0.7722695173163783,0.7994488732920448,286428800
2000-06-29,0.7685208916664124,0.8088212792962939,0.7657085662386871,0.7957001972501689,203660800
2000-06-30,0.7853906750679016,0.8238167838899461,0.775081066429066,0.7919508163801077,323097600
2000-07-03,0.7994487285614014,0.8144440910628162,0.7816418419534844,0.7816418419534844,70828800
2000-07-05,0.774143636226654,0.8275650917910606,0.7610225576465413,0.7985114608460262,265216000
2000-07-06,0.7769553065299988,0.7938258553060378,0.7441530522593895,0.7872649139329545,309545600
2000-07-07,0.8163185715675354,0.8219423715928718,0.7816419834604037,0.7886706698667502,263603200
2000-07-10,0.8566188216209412,0.8734893670915543,0.8060087869033553,0.8111640400713678,397796000
2000-07-11,0.8538075685501099,0.8884849588594479,0.8313140193174658,0.8547446600369611,357896000
2000-07-12,0.8828611373901367,0.8837982288013326,0.8453721753291406,0.8716143386553383,225433600
2000-07-13,0.847247302532196,0.909103239899926,0.8210051409615238,0.8772381298146028,445659200
2000-07-14,0.8650540113449097,0.8847352291636235,0.8528701238313512,0.8566187889839288,190276800
2000-07-17,0.874426543712616,0.8819237740712403,0.8566188071916419,0.8734893523780796,260002400
2000-07-18,0.8584932088851929,0.882861087917597,0.8528702603094737,0.8772381393418778,318404800
2000-07-19,0.7900763154029846,0.8519330531501738,0.7760180933224978,0.8275652246196369,457872800
2000-07-20,0.8266282677650452,0.8556819098593916,0.8116328508895997,0.8247539345049179,465572800
2000-07-21,0.8031973242759705,0.8341261408608037,0.7938257109583597,0.8151469646374774,196235200
2000-07-24,0.730094850063324,0.7928879402884138,0.7122871080158034,0.7882021323203474,412171200
2000-07-25,0.750713050365448,0.7591483237156021,0.7357176372966459,0.7544625167812747,211607200
2000-07-26,0.750713050365448,0.7685207884843911,0.7385291114466523,0.747432980506124,210470400
2000-07-27,0.7797665596008301,0.7985114360689481,0.7479014558597318,0.7497757883424263,294985600
2000-07-28,0.7244707942008972,0.7872647131874957,0.7029152943106939,0.7839846437609844,237893600
2000-07-31,0.7619599103927612,0.7741438511108958,0.7310319883749475,0.7371234832309284,155299200
2000-08-01,0.7394663095474243,0.7671142074412288,0.7385291181203205,0.7544625235989241,137284000
2000-08-02,0.7085384130477905,0.7488387996855485,0.7076012715793544,0.734780576494005,162355200
2000-08-03,0.7197852730751038,0.7207224647414042,0.6635523215611714,0.6832334967123672,339897600
2000-08-04,0.7104126811027527,0.7685208025005961,0.6944801263776884,0.7418100457351676,263121600
2000-08-07,0.718847930431366,0.7357176259718673,0.7076011831043245,0.7179107890801053,187348000
2000-08-08,0.7010399699211121,0.719784843163428,0.6944798824400168,0.7188477021098236,176674400
2000-08-09,0.712287187576294,0.7263454639510855,0.7085385708149069,0.7216596554596274,379640800
2000-08-10,0.7132243514060974,0.7263454355375407,0.7104128764317963,0.7197852938955291,251714400
2000-08-11,0.7150995135307312,0.7197853220219911,0.683233543173658,0.7024470247515817,238056000
2000-08-14,0.7057268023490906,0.7150992162832011,0.6944800557869928,0.7136926784783282,156660000
2000-08-15,0.7001030445098877,0.7188479235259113,0.6972915704301654,0.7085383176491674,114200800
2000-08-16,0.7272823452949524,0.7347804770871271,0.7019781776407485,0.7029153690353487,143673600
2000-08-17,0.7713320255279541,0.7863274339871875,0.7244706670951611,0.725407808172771,270900000
